sentence,decade
"“7th, That the said man-mountain shall, at his times of leisure, be aiding and assisting to our workmen, in helping to raise certain great stones, towards covering the wall of the principal park, and other our royal buildings.",1930s
"Three small whiskies had gone to his head and Gallaher’s strong cigar had confused his mind, for he was a delicate and abstinent person.",1930s
"Now, in the midst of these intestine disquiets, we are threatened with an invasion from the island of Blefuscu, which is the other great empire of the universe, almost as large and powerful as this of his majesty.",1930s
Not like the other tinker.” “What other tinker?” said Mr Hynes.,1930s
"He was there to represent spectatordom, and help make this seemingly insignificant event one with the removal of the gods of Troy.",1930s
"“Take that, you little whelp!” The boy uttered a squeal of pain as the stick cut his thigh.",1930s
Such an exuberance of animal spirits had he that he sometimes tumbled down and rolled on the ground with laughter at any thing which made him think and tickled him.,1930s
"He continued scraping his feet vigorously while the three women went upstairs, laughing, to the ladies’ dressing-room.",1930s
"“What a comfort it is to have a girl like that, one you can depend on!",1930s
"You will export such articles as the country affords, purely native products, much ice and pine timber and a little granite, always in native bottoms.",1930s
"It is wonderful with what elaborateness this simple fact is advertised,—this piscine murder will out,—and from my distant perch I distinguish the circling undulations when they are half a dozen rods in diameter.",1930s
"It may be at the cost of his skin, it may be by cannibalism!",1930s
"I got with much difficulty out of my hammock, having first ventured to draw back the slip-board on the roof already mentioned, contrived on purpose to let in air, for want of which I found myself almost stifled.",1930s
"To be in company, even with the best, is soon wearisome and dissipating.",1930s
"These ice-cutters are a merry race, full of jest and sport, and when I went among them they were wont to invite me to saw pit-fashion with them, I standing underneath.",1930s
Nobody saw this person come into the house.,1930s
"They have become utterly vile, and nothing on earth is viler, more loathsome, and more insulting than their abuse.",1930s
"Daily the beans saw me come to their rescue armed with a hoe, and thin the ranks of their enemies, filling up the trenches with weedy dead.",1930s
"“We shall fight at daybreak, that’s a settled thing.",1930s
Even things that are true can be proved.,1930s
"The orphreys were divided into panels representing scenes from the life of the Virgin, and the coronation of the Virgin was figured in coloured silks upon the hood.",1930s
"He scanned it curiously, wondering if ever before it had concealed the secret of a man’s life.",1930s
Women who hate one are much more interesting.,1930s
"screams the countryman’s whistle; timber like long battering rams going twenty miles an hour against the city’s walls, and chairs enough to seat all the weary and heavy laden that dwell within them.",1930s
"You know I would help you.” “I can’t tell you, Harry,” he answered sadly.",1930s
His deep raucous voice had thrilled them as it uttered the word of belief and submission.,1930s
"It was impossible for me to climb this stile, because every step was six-feet high, and the upper stone about twenty.",1930s
I say that the world may go to pot for me so long as I always get my tea.,1930s
He shook his fist in the man’s face till it seemed to vibrate like the knob of some electric machine: “You impertinent ruffian!,1930s
"It is hitting below the intellect.” “I do not understand you,” said Sir Thomas, growing rather red.",1930s
"Before a curtain, over which the words _Café Chantant_ were written in coloured lamps, two men were counting money on a salver.",1930s
For many weeks I met no one in my walks but those who came occasionally to cut wood and sled it to the village.,1930s
"It was worth the while, if only to feel the wind blow on your cheek freely, and see the waves run, and remember the life of mariners.",1930s
"When I came back I resolved to settle in London; to which Mr. Bates, my master, encouraged me, and by him I was recommended to several patients.",1930s
For human society I was obliged to conjure up the former occupants of these woods.,1930s
"All the work we had, she and me, getting in the woman to wash him and then laying him out and then the coffin and then arranging about the Mass in the chapel.",1930s
"He told her all that went on in his office, repeating for her a smart answer which he had made to the manager.",1930s
"""A narrow and deserted street in deep shadow, high houses, innumerable windows with venetian blinds, a dead silence, grass sprouting between the stones, imposing carriage archways right and left, immense double doors standing ponderously ajar.",1940s
"Of what materials was I made that I could thus resist so many shocks, which, like the turning of the wheel, continually renewed the torture?",1940s
"What is the cause of all this?” “Do not ask me,” cried I, putting my hands before my eyes, for I thought I saw the dreaded spectre glide into the room; “_he_ can tell.",1940s
Of Whales in Paint; in Teeth; in Wood; in Sheet-Iron; in Stone; in Mountains; in Stars.,1940s
"I went into another chamber, but was ready to hasten back, being almost overcome with a horrible stink.",1940s
"I banged it a good while with one of my sculls, and at last forced it to leap out of the boat.",1940s
"It was long before he was restored, and I often thought that life was entirely extinct.",1940s
"I trembled and my heart failed within me, when, on looking up, I saw by the light of the moon the dæmon at the casement.",1940s
"They might have been poisoned, but they looked as though they wouldn't kill a cat.",1940s
She presents the curious anomaly of the most solid masonry joining with oak and hemp in constituting the completed ship.,1940s
"I only wonder that at that moment, instead of venting my sensations in exclamations and agony, I did not rush among mankind and perish in the attempt to destroy them.",1940s
And that ye may know to what tune this heart beats; look ye here; thus I blow out the last fear!” And with one blast of his breath he extinguished the flame.,1940s
"Swimming round it we picked up the floating oars, and lashing them across the gunwale, tumbled back to our places.",1940s
"When you read their writings, life appears to consist in a warm sun and a garden of roses,—in the smiles and frowns of a fair enemy, and the fire that consumes your own heart.",1940s
Justine has just returned to us; and I assure you I love her tenderly.,1940s
I found that I could not compose a female without again devoting several months to profound study and laborious disquisition.,1940s
"I was put to bed: however, I received no other damage than the loss of a suit of clothes, which was utterly spoiled.",1940s
"When I was at some distance from the pirates, I discovered, by my pocket-glass, several islands to the south-east.",1940s
"As when by unseen hands the water is gradually drawn off from some mighty fountain, and with half-stifled melancholy gurglings the spray-column lowers and lowers to the ground—so the last long dying spout of the whale.",1940s
"“It will make a good enough one,” said Flask, “the carpenter here can arrange it easily.” “Bring it up; there’s nothing else for it,” said Starbuck, after a melancholy pause.",1940s
I eagerly hope that you will confirm this intelligence soon in your own handwriting.,1940s
"Because there are skeleton authorities you can refer to, to test my accuracy.",1940s
"The ladies and courtiers were all most magnificently clad; so that the spot they stood upon seemed to resemble a petticoat spread upon the ground, embroidered with figures of gold and silver.",1940s
"""I did not see the real significance of that wreck at once.",1940s
"And I remember I confounded the beat of the drum with the beating of my heart, and was pleased at its calm regularity.",1940s
"Besides her hoisted boats, an American whaler is outwardly distinguished by her try-works.",1940s
"But the sight of little Flask mounted upon gigantic Daggoo was yet more curious; for sustaining himself with a cool, indifferent, easy, unthought of, barbaric majesty, the noble negro to every roll of the sea harmoniously rolled his fine form.",1940s
"I reckoned our coach to be about a square of Westminster-hall, but not altogether so high: however, I cannot be very exact.",1940s
"Wooden whales, or whales cut in profile out of the small dark slabs of the noble South Sea war-wood, are frequently met with in the forecastles of American whalers.",1940s
"Light though thou be, thou leapest out of darkness; but I am darkness leaping out of light, leaping out of thee!",1940s
"“Here they saw such huge troops of whales, that they were forced to proceed with a great deal of caution for fear they should run their ship upon them.” —_Schouten’s Sixth Circumnavigation_.",1940s
"He is now much recovered from his illness and is continually on the deck, apparently watching for the sledge that preceded his own.",1940s
"And so much the more is this experiment dangerous, inasmuch as it can only be tried once.",1940s
"He thought it would scare you away--that you would give it up, thinking him dead.",1940s
"Ere the squall came close to, the other boats had cut loose from their fish and returned to the ship in good time.",1940s
"“Now,” said Queequeg, quietly hauling in the line, “spos-ee him whale-e eye; why, dad whale dead.” “Quick, Bildad,” said Peleg, his partner, who, aghast at the close vicinity of the flying harpoon, had retreated towards the cabin gangway.",1940s
"“In their way they saw many whales sporting in the ocean, and in wantonness fuzzing up the water through their pipes and vents, which nature has placed on their shoulders.” —_Sir T. Herbert’s Voyages into Asia and Africa.",1940s
"Thus it happens that whenever those who are hostile have the opportunity to attack they do it like partisans, whilst the others defend lukewarmly, in such wise that the prince is endangered along with them.",1940s
Our journey was somewhat farther than from London to St. Alban’s.,1940s
"there sat Queequeg, altogether cool and self-collected; right in the middle of the room; squatting on his hams, and holding Yojo on top of his head.",1940s
"Had I right, for my own benefit, to inflict this curse upon everlasting generations?",1940s
"The labour of winding among the little paths of the mountain and fixing my feet firmly as I advanced perplexed me, occupied as I was by the emotions which the occurrences of the day had produced.",1940s
"In most American whalemen the mast-heads are manned almost simultaneously with the vessel’s leaving her port; even though she may have fifteen thousand miles, and more, to sail ere reaching her proper cruising ground.",1940s
"But you, my dear Frankenstein, wherefore are you desponding and sorrowful!” In truth, I was occupied by gloomy thoughts and neither saw the descent of the evening star nor the golden sunrise reflected in the Rhine.",1940s
"Stop, Stubb; somehow, now, I don’t well know whether to go back and strike him, or—what’s that?—down here on my knees and pray for him?",1940s
"I was going to warn ye against—but never mind, never mind—it’s all one, all in the family too;—sharp frost this morning, ain’t it?",1940s
I know an old woman of sixty-five who ran away with a bald-headed young tinker once.,1940s
"I observed the young animal’s flesh to smell very rank, and the stink was somewhat between a weasel and a fox, but much more disagreeable.",1940s
"I had before experienced sensations of horror, and I have endeavoured to bestow upon them adequate expressions, but words cannot convey an idea of the heart-sickening despair that I then endured.",1940s
"“Yes; both pipes smoked out!” and withdrawing his own from his mouth, Stubb scattered the dead ashes over the water; and, for a moment, stood thoughtfully eyeing the vast corpse he had made.",1940s
You might easily dent it with your thumb; it is of a hue between yellow and ash colour.,1940s
Cease; you know not what it is you say.” I broke from the house angry and disturbed and retired to meditate on some other mode of action.,1940s
"But, doubtless, this noble savage fed strong and drank deep of the abounding element of air; and through his dilated nostrils snuffed in the sublime life of the worlds.",1940s
"“My heart beat quick; this was the hour and moment of trial, which would decide my hopes or realise my fears.",1940s
"Great pains, small gains for those who ask the world to solve them; it cannot solve itself.",1940s
"Though true cylinders without—within, the villanous green goggling glasses deceitfully tapered downwards to a cheating bottom.",1940s
"“Give way!” cried Ahab to the oarsmen, and the boats darted forward to the attack; but maddened by yesterday’s fresh irons that corroded in him, Moby Dick seemed combinedly possessed by all the angels that fell from heaven.",1940s
"We must not run over him before morning; he’s making a passage now, and may heave-to a while.",1940s
"Now, what do you think of that dream, Flask?” “I don’t know; it seems a sort of foolish to me, tho.’” “May be; may be.",1940s
"In a word, it was Queequeg’s conceit, that if a man made up his mind to live, mere sickness could not kill him: nothing but a whale, or a gale, or some violent, ungovernable, unintelligent destroyer of that sort.",1940s
"Thou hast for neighbours the offended Florentines, injured by us in a thousand ways, but not utterly destroyed, who will hail the news of my death with more delight than they would the acquisition of all Tuscany.",1940s
"The three red chaps had fallen flat, face down on the shore, as though they had been shot dead.",1940s
I looked upon them as superior beings who would be the arbiters of my future destiny.,1940s
"I soon shall see you again in heaven, where we shall all be happy; and that consoles me, going as I am to suffer ignominy and death.” “Oh, Justine!",1940s
"They can only see the mere show, and never can tell what it really means.",1940s
"Imagination can figure nothing so grand, so surprising, and so astonishing!",1940s
"A hundred black faces turned round in their rows to peer; and beyond, a black Angel of Doom was beating a book in a pulpit.",1940s
"I am poor and an exile, but it will afford me true pleasure to be in any way serviceable to a human creature.’ “‘Excellent man!",1940s
"I encompassed it almost round, before I could find a convenient place to land in; which was a small creek, about three times the wideness of my canoe.",1940s
"The soil was barren, scarcely affording pasture for a few miserable cows, and oatmeal for its inhabitants, which consisted of five persons, whose gaunt and scraggy limbs gave tokens of their miserable fare.",1940s
"Hemp is a dusky, dark fellow, a sort of Indian; but Manilla is as a golden-haired Circassian to behold.",1940s
Light came out of this river since--you say Knights?,1940s
"When, as I opine, in the course of time, the true nature of spermaceti became known, its original name was still retained by the dealers; no doubt to enhance its value by a notion so strangely significant of its scarcity.",1940s
"They did not attack towns at night, nor did the garrisons of the towns attack encampments at night; they did not surround the camp either with stockade or ditch, nor did they campaign in the winter.",1940s
"His voracity is well known, and from the circumstance that the inner angles of his lips are curved upwards, he carries an everlasting Mephistophelean grin on his face.",1940s
As a carpenter’s nails are divided into wrought nails and cut nails; so mankind may be similarly divided.,1940s
"Five hundred workmen were employed to make two sails to my boat, according to my directions, by quilting thirteen folds of their strongest linen together.",1940s
"Gone, disappeared; swept off without leaving a whisper or a shadow behind.",1940s
"Every fourth year, at the vernal equinox, there is a representative council of the whole nation, which meets in a plain about twenty miles from our house, and continues about five or six days.",1940s
"The night was very clear: a dark blue space, sparkling with dew and starlight, in which black things stood very still.",1940s
"he was heavy, heavy; heavier than any man on earth, I should imagine.",1940s
"Now and then a carrier dead in harness, at rest in the long grass near the path, with an empty water-gourd and his long staff lying by his side.",1940s
"I heard of the slothful Asiatics, of the stupendous genius and mental activity of the Grecians, of the wars and wonderful virtue of the early Romans—of their subsequent degenerating—of the decline of that mighty empire, of chivalry, Christianity, and kings.",1940s
"As she drew nigh, all eyes were fixed upon her broad beams, called shears, which, in some whaling-ships, cross the quarter-deck at the height of eight or nine feet; serving to carry the spare, unrigged, or disabled boats.",1940s
Lights of ships moved in the fairway--a great stir of lights going up and going down.,1940s
HOW A PRINCE SHOULD CONDUCT HIMSELF SO AS TO GAIN RENOWN Nothing makes a prince so much esteemed as great enterprises and setting a fine example.,1940s
By this time their destined victim appeared from his cabin.,1940s
"He had been eight years upon a project for extracting sunbeams out of cucumbers, which were to be put in phials hermetically sealed, and let out to warm the air in raw inclement summers.",1940s
"In conclusion, the arms of others either fall from your back, or they weigh you down, or they bind you fast.",1940s
"Blast me, if I can hear my own voice.",1940s
"In good time, though, to his great delight, the three salt-sea warriors would rise and depart; to his credulous, fable-mongering ears, all their martial bones jingling in them at every step, like Moorish scimetars in scabbards.",1940s
"Detractors are pleased to think it improbable, that so illustrious a person should descend to give so great a mark of distinction to a creature so inferior as I.",1940s
"The slim one got up and walked straight at me--still knitting with downcast eyes--and only just as I began to think of getting out of her way, as you would for a somnambulist, stood still, and looked up.",1940s
"If the absolutely pure, uncalculating, unpractical spirit of adventure had ever ruled a human being, it ruled this be-patched youth.",1940s
"Presently up breaches from the bottom of the sea a bouncing great whale, with a milky-white head and hump, all crows’ feet and wrinkles.” “It was he, it was he!” cried Ahab, suddenly letting out his suspended breath.",1940s
"Some of them seized my cake, and carried it piecemeal away; others flew about my head and face, confounding me with the noise, and putting me in the utmost terror of their stings.",1940s
"They had given up Kurtz, they had given up the station; Kurtz was dead, and the station had been burnt--and so on--and so on.",1940s
"Capting!” yelled the bumpkin, running towards that officer; “Capting, Capting, here’s the devil.” “Hallo, _you_ sir,” cried the Captain, a gaunt rib of the sea, stalking up to Queequeg, “what in thunder do you mean by that?",1940s
"Begone, or let us try our strength in a fight, in which one must fall.” “How can I move thee?",1940s
"I got with much difficulty out of my hammock, having first ventured to draw back the slip-board on the roof already mentioned, contrived on purpose to let in air, for want of which I found myself almost stifled.",1940s
"I was undisturbed by thoughts which during the preceding year had pressed upon me, notwithstanding my endeavours to throw them off, with an invincible burden.",1940s
"“Now Jonah’s Captain, shipmates, was one whose discernment detects crime in any, but whose cupidity exposes it only in the penniless.",1940s
So that not the fierce-fanged tiger in his heraldic coat can so stagger courage as the white-shrouded bear or shark.,1940s
"Some weeks before their death, they feel a gradual decay; but without pain.",1940s
"“The family, after having been thus occupied for a short time, extinguished their lights and retired, as I conjectured, to rest.” Chapter 12 “I lay on my straw, but I could not sleep.",1940s
"The short time I continued in England, I made a considerable profit by showing my cattle to many persons of quality and others: and before I began my second voyage, I sold them for six hundred pounds.",1940s
But you must look at this matter in every light.,1940s
Yet what depths of the soul does Jonah’s deep sealine sound!,1940s
"I lamented my own folly and wilfulness, in attempting a second voyage, against the advice of all my friends and relations.",1940s
"""He blew the candle out suddenly, and we went outside.",1940s
"At this juncture the Pequod’s keels had shot by the three German boats last lowered; but from the great start he had had, Derick’s boat still led the chase, though every moment neared by his foreign rivals.",1940s
"There’s naught so sweet on earth—heaven may not match it!—as those swift glances of warm, wild bosoms in the dance, when the over-arboring arms hide such ripe, bursting grapes.",1940s
"The edge of a colossal jungle, so dark-green as to be almost black, fringed with white surf, ran straight, like a ruled line, far, far away along a blue sea whose glitter was blurred by a creeping mist.",1940s
“Pull up!—close to!” and the boat ranged along the fish’s flank.,1940s
"He,” he continued, pointing to the corpse, “he suffered not in the consummation of the deed.",1940s
"By what I could discover, the _Yahoos_ appear to be the most unteachable of all animals, their capacity never reaching higher than to draw or carry burdens.",1940s
"The proposition, and demonstration, were fairly written on a thin wafer, with ink composed of a cephalic tincture.",1940s
"King Tranquo seizing his because he wanted it; and Sir Clifford, because he was lord of the seignories of those parts.",1940s
"Snatching the boat-knife from its sheath, he suspended its sharp edge over the line, and turning towards Stubb, exclaimed interrogatively, “Cut?” Meantime Pip’s blue, choked face plainly looked, Do, for God’s sake!",1940s
"“There are three methods, by which a man may rise to be chief minister.",1940s
Or canst thou tell where some other thing besides me is this moment living?,1940s
"There seemed but little in the words, but the tone conveyed more of deep helpless sadness than the insane old man had ever before evinced.",1940s
"The grey dawn came on, and the slumbering crew arose from the boat’s bottom, and ere noon the dead whale was brought to the ship.",1940s
It is not probable that this monomania in him took its instant rise at the precise time of his bodily dismemberment.,1940s
"But it’s made a wise man of me, Flask.",1940s
"My remedy was to cut them in pieces with my knife, as they flew in the air, wherein my dexterity was much admired.",1940s
"Yet I fear such will be my fate; the men, unsupported by ideas of glory and honour, can never willingly continue to endure their present hardships.",1940s
"It is furnished with a small rope called a warp, of considerable length, by which it can be hauled back to the hand after darting.",1940s
"To scan the lines of his face, or feel the bumps on the head of this Leviathan; this is a thing which no Physiognomist or Phrenologist has as yet undertaken.",1940s
"How can you, who long for the love and sympathy of man, persevere in this exile?",1940s
"I gnashed my teeth and ground them together, uttering a groan that came from my inmost soul.",1940s
"They instantly carried it to the cottage of an old woman near the spot and endeavoured, but in vain, to restore it to life.",1940s
The Romans were brought into Greece by the Ætolians; and in every other country where they obtained a footing they were brought in by the inhabitants.,1940s
Strangest problems of life seem clearing; but clouds sweep between—Is my journey’s end coming?,1940s
"But being upheld by powers, to which the human mind cannot reach, I shall speak no more of them, because, being exalted and maintained by God, it would be the act of a presumptuous and rash man to discuss them.",1940s
You would think there was not a single tusk left either above or below the ground in the whole country.,1940s
"So, cutting the lashing of the waterproof match keg, after many failures Starbuck contrived to ignite the lamp in the lantern; then stretching it on a waif pole, handed it to Queequeg as the standard-bearer of this forlorn hope.",1940s
"Next morning the not-yet-subsided sea rolled in long slow billows of mighty bulk, and striving in the Pequod’s gurgling track, pushed her on like giants’ palms outspread.",1940s
"I gave several hours to the serious consideration of this difficulty, but I was obliged to relinquish all attempt to supply it, and wrapping myself up in my cloak, I struck across the wood towards the setting sun.",1940s
"methinks it rings most vast, but hollow.” “Vengeance on a dumb brute!” cried Starbuck, “that simply smote thee from blindest instinct!",1940s
But if we Southern whale-fishers are not so snugly housed aloft as Captain Sleet and his Greenlandmen were; yet that disadvantage is greatly counter-balanced by the widely contrasting serenity of those seductive seas in which we South fishers mostly float.,1940s
"and in these same perilous seas, gropes he not his way by mere dead reckoning of the error-abounding log?",1940s
"“Queequeg no care what god made him shark,” said the savage, agonizingly lifting his hand up and down; “wedder Fejee god or Nantucket god; but de god wat made shark must be one dam Ingin.” CHAPTER 67.",1940s
The Forty-barrel-bull schools are larger than the harem schools.,1940s
"Here I discovered the true causes of many great events that have surprised the world; how a whore can govern the back-stairs, the back-stairs a council, and the council a senate.",1940s
"in my poor, insignificant opinion, I regard this as queer.",1940s
"Her hair was the brightest living gold, and despite the poverty of her clothing, seemed to set a crown of distinction on her head.",1940s
The old mud shanty was bursting with it.,1940s
"At these moments I often endeavoured to put an end to the existence I loathed, and it required unceasing attendance and vigilance to restrain me from committing some dreadful act of violence.",1940s
"It was eloquent, vibrating with eloquence, but too high-strung, I think.",1940s
"By some, ambergris is supposed to be the cause, and by others the effect, of the dyspepsia in the whale.",1940s
"In educating the youth of both sexes, their method is admirable, and highly deserves our imitation.",1940s
"""In about forty-five seconds I found myself again in the waiting-room with the compassionate secretary, who, full of desolation and sympathy, made me sign some document.",1940s
"Fill to _this_ mark, and your charge is but a penny; to _this_ a penny more; and so on to the full glass—the Cape Horn measure, which you may gulp down for a shilling.",1940s
"Pardon: who and what are they?’ “‘Canallers, Don, are the boatmen belonging to our grand Erie Canal.",1940s
What he achieved cannot be attributed either to fortune or genius.,1940s
In the English boats two tubs are used instead of one; the same line being continuously coiled in both tubs.,1940s
What can stop the determined heart and resolved will of man?,1940s
"“Without the consent of this illustrious body, no law can be enacted, repealed, or altered: and these nobles have likewise the decision of all our possessions, without appeal.” [514] CHAPTER VII.",1940s
"What d’ye say?” “I say, pull like god-dam,”—cried the Indian.",1940s
"There resided in Paris some exiled Ghibellines from Lucca, with whom Castruccio held communications with the object of effecting their restoration by the help of Uguccione.",1940s
And consequently Derick and all his host were now in valiant chase of this unnearable brute.,1940s
"If I returned, it was to be sacrificed or to see those whom I most loved die under the grasp of a dæmon whom I had myself created.",1940s
"And yet, I’ve sometimes thought my brain was very calm—frozen calm, this old skull cracks so, like a glass in which the contents turned to ice, and shiver it.",1940s
"“But come, it’s getting dreadful late, you had better be turning flukes—it’s a nice bed; Sal and me slept in that ere bed the night we were spliced.",1940s
"And the village was deserted, the huts gaped black, rotting, all askew within the fallen enclosures.",1940s
"“Your hat, your hat, sir!” suddenly cried the Sicilian seaman, who being posted at the mizen-mast-head, stood directly behind Ahab, though somewhat lower than his level, and with a deep gulf of air dividing them.",1940s
"That is to say, they take their meals in the captain’s cabin, and sleep in a place indirectly communicating with it.",1940s
"The Florentines appointed as their captain Pagolo Vitelli, a most prudent man, who from a private position had risen to the greatest renown.",1940s
"Tranquilly permitting these irregular cursings to evaporate, Stubb then in a plain, business-like, but still half humorous manner, cursed Pip officially; and that done, unofficially gave him much wholesome advice.",1940s
These are scientific commentaries; but the commentaries of the whalemen themselves sometimes consist in hard words and harder knocks—the Coke-upon-Littleton of the fist.,1940s
What may not be expected in a country of eternal light?,1940s
"Thou’st hit the world by that.” “I know not, sir, but I was born there.” “In the Isle of Man, hey?",1940s
"Sideways leaning, we sideways darted; every ropeyarn tingling like a wire; the two tall masts buckling like Indian canes in land tornadoes.",1940s
"Over this lip, as over a slippery threshold, we now slide into the mouth.",1940s
"I was like the Arabian who had been buried with the dead and found a passage to life, aided only by one glimmering and seemingly ineffectual light.",1940s
"At one time I considered whether I should not declare myself guilty and suffer the penalty of the law, less innocent than poor Justine had been.",1940s
"On the separate subject of the Greenland or right-whale, he is the best existing authority.",1940s
To be sure I cannot say much for his breeding.,1940s
"In this cave are twenty lamps continually burning, which, from the reflection of the adamant, cast a strong light into every part.",1940s
"But I consented to listen, and seating myself by the fire which my odious companion had lighted, he thus began his tale.",1940s
"Upon placing the magnet erect, with its attracting end towards the earth, the island descends; but when the repelling extremity points downwards, the island mounts directly upwards.",1940s
"The ball had entered my shoulder, and I knew not whether it had remained there or passed through; at any rate I had no means of extracting it.",1940s
"Now, from this peculiar sideway position of the whale’s eyes, it is plain that he can never see an object which is exactly ahead, no more than he can one exactly astern.",1940s
"When they had retired to rest, if there was any moon or the night was star-light, I went into the woods and collected my own food and fuel for the cottage.",1940s
"Arrived then at this spot, with one hand still to his nose, he bawled—“Bouton-de-Rose, ahoy!",1940s
The deep grief which this scene had at first excited quickly gave way to rage and despair.,1940s
"You will find near this place, if you follow not too tardily, a dead hare; eat and be refreshed.",1940s
"He changed his manner; became very cold, and suddenly began to talk about a hippopotamus; wondered whether sleeping on board the steamer (I stuck to my salvage night and day) I wasn't disturbed.",1940s
"a broad white shadow rose from the sea; by its quick, fanning motion, temporarily taking the breath out of the bodies of the oarsmen.",1940s
"The sun hides not the ocean, which is the dark side of this earth, and which is two thirds of this earth.",1940s
"And to the prince who goes forth with his army, supporting it by pillage, sack, and extortion, handling that which belongs to others, this liberality is necessary, otherwise he would not be followed by soldiers.",1940s
"Nature has taught them to dig deep holes with their nails on the side of a rising ground, wherein they lie by themselves; only the kennels of the females are larger, sufficient to hold two or three cubs.",1940s
"High times, indeed, if unprincipled young rakes like him are to be permitted to invade the sanctity of domestic bliss; though do what the Bashaw will, he cannot keep the most notorious Lothario out of his bed; for, alas!",1940s
"See, Flask, only see how pale he looks—pale in the very buttons of his eyes—look—it wasn’t the coat—it must have been the—” “My boy, my own boy is among them.",1940s
"However, nothing dispirits, and nothing seems worth while disputing.",1940s
"Here I walked on for some time, but could see little on either side, it being now near harvest, and the corn rising at least forty feet.",1940s
"“Damn him, cut!” roared Stubb; and so the whale was lost and Pip was saved.",1940s
"There was no sign on the face of nature of this amazing tale that was not so much told as suggested to me in desolate exclamations, completed by shrugs, in interrupted phrases, in hints ending in deep sighs.",1940s
"This diversion is only practised by those persons who are candidates for great employments, and high favour at court.",1940s
"What about him?” “Well, poor fellow, he’s a decent sort of chap after all,” continued Gabriel in a false voice.",1950s
"The highly-famed queen, 55 Peace-tie of peoples, oft passed through the building, Cheered the young troopers; she oft tendered a hero A beautiful ring-band, ere she went to her sitting.",1950s
"BLOOM: _(Squire of dames, in dinner jacket with wateredsilk facings, blue masonic badge in his buttonhole, black bow and mother-of-pearl studs, a prismatic champagne glass tilted in his hand.",1950s
"—Thousand a year, Lambert, says Crofton or Crawford.",1950s
"Over their voices Dollard bassooned attack, booming over bombarding chords: —_When love absorbs my ardent soul_...",1950s
He took a page up from the pile of cut sheets: the model farm at Kinnereth on the lakeshore of Tiberias.,1950s
"Freddy Malins’ left hand accepted the glass mechanically, his right hand being engaged in the mechanical readjustment of his dress.",1950s
"[116] “His lab’ring heart with sudden rapture seized He paus’d, and on the ground in silence gazed.",1950s
"He fell as fall the mighty ones, Nobly undaunted to the last, And death has now united him With Erin’s heroes of the past.",1950s
"Hector, having performed the orders of Helenus, prevails upon Paris to return to the battle, and, taking a tender leave of his wife Andromache, hastens again to the field.",1950s
Ruffled by care: kin-love can never 135 Aught in him waver who well doth consider.,1950s
"I am eager in spirit, With the wingèd war-hero to away with all boasting.",1950s
“We were waiting for him to come home with the money.,1950s
"Miss Kennedy sauntered sadly from bright light, twining a loose hair behind an ear.",1950s
So Bloom slopes in with his cod’s eye on the dog and he asks Terry was Martin Cunningham there.,1950s
"While yet we talk, or but an instant shun The fight, our glorious work remains undone.",1950s
"It afterward happened 55 In days that followed, befell the battle-thanes, {After Heardred's death, Beowulf becomes king.}",1950s
"Buck Mulligan gleefully bent back, laughing to the dark eavesdropping ceiling.",1950s
"[110] “As when some peasant in a bushy brake Has with unwary footing press’d a snake; He starts aside, astonish’d, when he spies His rising crest, blue neck, and rolling eyes” Dryden’s Virgil, ii.",1950s
"Pallas disrobes; her radiant veil untied, With flowers adorn’d, with art diversified, (The laboured veil her heavenly fingers wove,) Flows on the pavement of the court of Jove.",1950s
I think I’ll trouble you for some fresh water and a half glass of whisky.,1950s
"ARGUMENT THE THIRD BATTLE, AND THE ACTS OF AGAMEMNON.",1950s
"If you ring up... _(Myles Crawford strides out jerkily, a quill between his teeth.",1950s
"His father long dead now was Ecgtheow titled, Him Hrethel the Geatman granted at home his 5 One only daughter; his battle-brave son Is come but now, sought a trustworthy friend.",1950s
He gazed gravely at the ground till the coffincart wheeled off to the left.,1950s
"Not long Lycurgus view’d the golden light, That daring man who mix’d with gods in fight.",1950s
"They were no colonists; their administration was merely a squeeze, and nothing more, I suspect.",1950s
"My wife, I am the daughter of a most distinguished commander, a gallant upstanding gentleman, what do you call him, Majorgeneral Brian Tweedy, one of Britain’s fighting men who helped to win our battles.",1950s
"—We are going the pace, I think, Martin Cunningham said.",1950s
"—Come on up, Martin Cunningham said to the subsheriff.",1950s
"An indistinct daguerreotype of Rudolf Virag and his father Leopold Virag executed in the year 1852 in the portrait atelier of their (respectively) 1st and 2nd cousin, Stefan Virag of Szesfehervar, Hungary.",1950s
His heavy-lidded eyes and the disorder of his scanty hair made him look sleepy.,1950s
"He looked at the circle of faces and then, understanding, strove to rise to his feet.",1950s
"It is, however, unfortunate that the professed biographies of Homer are partly forgeries, partly freaks of ingenuity and imagination, in which truth is the requisite most wanting.",1950s
"His great idea, you know, was the union of the Latin and Greek Churches.",1950s
"However, during the short lift I had seen no canoes anywhere in the reach--certainly not abreast of the steamer.",1950s
"There wasn't even a shed there, and she was shelling the bush.",1950s
"He says this, a censor of morals, a very pelican in his piety, who did not scruple, oblivious of the ties of nature, to attempt illicit intercourse with a female domestic drawn from the lowest strata of society!",1950s
We could find no dairy and so we went into a huckster’s shop and bought a bottle of raspberry lemonade each.,1950s
"Meantime, the bravest of the Trojan crew, Bold Hector and Polydamas, pursue; Fierce with impatience on the works to fall, And wrap in rolling flames the fleet and wall.",1950s
